sets,tiebreaks,game_diff,ace_diff,winners_diff,errors_diff,duration,entries
3.68,0.64,2.028,6.82,11.42,11.64,139.92,50
3.6285714285714286,0.6,2.0628571428571427,7.457142857142857,13.685714285714285,10.542857142857143,141.68571428571428,35
3.8974358974358974,0.8205128205128205,1.9794871794871796,10.256410256410257,14.743589743589743,11.384615384615385,142.7948717948718,39
